"","x","sample","uwa.con.number","date","time","site","location","status","depth","maxn.analyst","maxn.complete.yyyymmdd","maxn.checker","curtin.observer","curtin.length.analyst","observer","successful.count","successful.length","left.cam","right.cam","video.notes","con.hdd.number","raw.hdd.number","habitat.image.saved","vis.in.metres","habitat.classification","length.analyst","length.complete.date.yyyymmdd","notes","latitude","longitude"
"222","2014-12_Geographe.Bay_stereoBRUVs","666","3","2014-12-17","06:25:00",NA,"Geographe Bay","National Park Zone","15.6","Logan","26.08.20","Brooke Gibbons","Lizzy","Damo","#REF!","Yes","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5511167,115.35715
"223","2014-12_Geographe.Bay_stereoBRUVs","656","2 (left only)","2014-12-14","09:28:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","9","","","","Lauren","N/A","","","No",15,16,"","3",NA,NA,NA,NA,NA,NA,"R FAIL ON ENTRY TO HOUSING",-33.3713167,115.5503833
"224","2014-12_Geographe.Bay_stereoBRUVs","679","","2014-12-14","13:48:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","12","","","","Lauren","Damo","","","",19,20,"","BH",NA,NA,NA,NA,NA,NA,"R=ONLY 18MIN",-33.4721333,115.4152667
"225","2014-12_Geographe.Bay_stereoBRUVs","672","2 (right only)","2014-12-14","11:45:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","8.4","","","","Lauren","N/A","","","No",25,26,"","3",NA,NA,NA,NA,NA,NA,"L CUTS OUT @ 7MIN",-33.4004333,115.53565
"226","2014-12_Geographe.Bay_stereoBRUVs","682","3","2014-12-17","07:57:00",NA,"Geographe Bay","Multiple Use Zone","15.2","Logan","25.08.20","Brooke Gibbons","Damon","Lizzy","Logan","Yes","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.5696167,115.3354167
"227","2014-12_Geographe.Bay_stereoBRUVs","684","","2014-12-15","09:00:00",NA,"Geographe Bay","Multiple Use Zone","20.6","","","","Lizzy","Damo","","","",21,22,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5845333,115.1735
"228","2014-12_Geographe.Bay_stereoBRUVs","694","2","2014-12-16","13:32:00",NA,"Geographe Bay","Multiple Use Zone","21.3","Logan","7.8.20","Brooke Gibbons","Lizzy","Lauren","Logan","Yes","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.5280667,115.34985
"229","2014-12_Geographe.Bay_stereoBRUVs","688","2","2014-12-17","09:52:00",NA,"Geographe Bay","","12.8","","","","Laura","Lauren","","","",23,24,"","4",NA,NA,NA,NA,NA,NA,"",-33.6026333,115.3181333
"230","2014-12_Geographe.Bay_stereoBRUVs","698","1","2014-12-12","13:25:00",NA,"Geographe Bay","Multiple Use Zone","14","Hayley ","6.8.20","Logan Penman","Lizzy","Lauren","Hayley ","Yes","",9,10,"","2L 4R",NA,NA,NA,NA,NA,NA,"",-33.5246167,115.4035333
"231","2014-12_Geographe.Bay_stereoBRUVs","719","2","2014-12-12","05:59:00",NA,"Geographe Bay","Habitat Protection Zone","26.3","Logan","10.8.20","Brooke Gibbons","Laura","Lauren","Logan","Yes","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.6009667,115.23245
"232","2014-12_Geographe.Bay_stereoBRUVs","704","1","2014-12-16","06:15:00",NA,"Geographe Bay","","7.45","","","","Lizzy","Lauren","","","",5,6,"","2",NA,NA,NA,NA,NA,NA,"",-33.48475,115.5324
"233","2014-12_Geographe.Bay_stereoBRUVs","711","2","2014-12-14","09:24:00",NA,"Geographe Bay","","8.4","","","","Laura","Damo","","","",21,22,"","3",NA,NA,NA,NA,NA,NA,"",-33.36945,115.5666
"234","2014-12_Geographe.Bay_stereoBRUVs","714","","2014-12-15","08:26:00",NA,"Geographe Bay","","21.1","","","","Lauren","Lizzy","","","",11,12,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5792667,115.1468167
"235","2014-12_Geographe.Bay_stereoBRUVs","746","3","2014-12-17","05:45:00",NA,"Geographe Bay","Multiple Use Zone","13.2","Logan","25.08.20","Brooke Gibbons","Damon","Lizzy","Logan","Yes","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.5794333,115.3570667
"236","2014-12_Geographe.Bay_stereoBRUVs","720","2","2014-12-14","09:11:00",NA,"Geographe Bay","","8.2","","","","Laura","Laura","","","",19,20,"","3",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN STILL GOOD",-33.3599,115.58345
"237","2014-12_Geographe.Bay_stereoBRUVs","735","3","2014-12-15","06:27:00",NA,"Geographe Bay","","26.7","","","","Lauren","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5620333,115.1433167
"238","2014-12_Geographe.Bay_stereoBRUVs","736","","2014-12-14","10:59:00",NA,"Geographe Bay","","8.2","","","","Lauren","Lizzy","","","",5,6,"","BH",NA,NA,NA,NA,NA,NA,"",-33.3850833,115.5606333
"239","2014-12_Geographe.Bay_stereoBRUVs","748","2","2014-12-14","08:46:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.1","Logan","30.07.20","Brooke Gibbons","Lizzy","Laura","Logan","Yes","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.3695667,115.5138333
"240","2014-12_Geographe.Bay_stereoBRUVs","755","","2014-12-14","13:27:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.3","","","","Lauren","Lizzy","","","",17,18,"","BH",NA,NA,NA,NA,NA,NA,"",-33.43385,115.4571167
"241","2014-12_Geographe.Bay_stereoBRUVs","752","2","2014-12-14","09:15:00",NA,"Geographe Bay","","6.2","","","","Damon","Laura","","","",5,6,"","3",NA,NA,NA,NA,NA,NA,"",-33.3765667,115.5914167
"242","2014-12_Geographe.Bay_stereoBRUVs","759","3","2014-12-17","07:52:00",NA,"Geographe Bay","Multiple Use Zone","17.3","","","","Lauren","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5759,115.3173333
"243","2014-12_Geographe.Bay_stereoBRUVs","764","2","2014-12-14","08:43:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","11.6","Logan","28.07.20","Brooke Gibbons","Lauren","Laura","Logan","Yes","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.3744333,115.49605
"244","2014-12_Geographe.Bay_stereoBRUVs","762","","2014-12-12","13:44:00",NA,"Geographe Bay","Multiple Use Zone","13","","","","laura","N/A","","","No",13,14,"","4L",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN, RIGHT CAM FAIL",-33.5198667,115.4149
"245","2014-12_Geographe.Bay_stereoBRUVs","782","2","2014-12-13","06:06:00",NA,"Geographe Bay","Multiple Use Zone","13.7","Logan","28.07.20","Brooke Gibbons - check scomber with todd","Laura","Lauren","Logan","Yes","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5142,115.4368333
"246","2014-12_Geographe.Bay_stereoBRUVs","779","","2014-12-17","08:11:00",NA,"Geographe Bay","Habitat Protection Zone","19","","","","Lizzy","N/A","","","No",13,14,"","5",NA,NA,NA,NA,NA,NA,"RIGHT CAM FAIL, CAM 14 SWAPPED OUT",-33.5817167,115.2263667
"247","2014-12_Geographe.Bay_stereoBRUVs","783","1","2014-12-12","08:12:00",NA,"Geographe Bay","Habitat Protection Zone","21.5","Hayley","8.8.20","Logan Penman","Lauren","Ronen","Hayley","Yes","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5817167,115.2263667
"248","2014-12_Geographe.Bay_stereoBRUVs","791","2","2014-12-13","08:03:00",NA,"Geographe Bay","Multiple Use Zone","15","Logan","11.08.20","Brooke Gibbons","Lizzy","Laura","Logan","Yes","",17,18,"","3R, 4L",NA,NA,NA,NA,NA,NA,"",-33.4851333,115.4435167
"249","2014-12_Geographe.Bay_stereoBRUVs","784","3","2014-12-15","11:07:00",NA,"Geographe Bay","","13.4","","","","Laura","Lizzy","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.6014333,115.1773667
"250","2014-12_Geographe.Bay_stereoBRUVs","800","3","2014-12-15","08:48:00",NA,"Geographe Bay","Multiple Use Zone","22.9","Logan","26.08.20","Brooke Gibbons","Laura","Damo","Logan","Yes","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5731667,115.1934833
"251","2014-12_Geographe.Bay_stereoBRUVs","794","3","2014-12-15","10:38:00",NA,"Geographe Bay","","7.4","","","","Lizzy","Damo","","","",19,20,"","5",NA,NA,NA,NA,NA,NA,"",-33.6248167,115.2039333
"252","2014-12_Geographe.Bay_stereoBRUVs","810","2","2014-12-16","13:44:00",NA,"Geographe Bay","National Park Zone","14.3","Logan","29.07.20 - Finishes at 55 minutes","Brooke Gibbons - check scomber with todd","Lizzy","Lauren","Logan","Yes","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5513333,115.3766
"253","2014-12_Geographe.Bay_stereoBRUVs","807","2","2014-12-16","10:50:00",NA,"Geographe Bay","","14","","","","Lizzy","Laura","","","",15,16,"","3R 4L",NA,NA,NA,NA,NA,NA,"",-33.494,115.4907
"254","2014-12_Geographe.Bay_stereoBRUVs","823","3 (Left only)","2014-12-17","08:19:00",NA,"Geographe Bay","Multiple Use Zone","16.2","","","","Lizzy","Laura","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.5857333,115.2872167
"255","2014-12_Geographe.Bay_stereoBRUVs","816","3","2014-12-14","11:09:00",NA,"Geographe Bay","","7.9","","","","Lizzy","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.3996,115.56325
"256","2014-12_Geographe.Bay_stereoBRUVs","826","2","2014-12-13","05:45:00",NA,"Geographe Bay","National Park Zone","12.8","Logan","7.8.20","Brooke Gibbons","Lizzy","Lauren","Logan","Yes","",15,16,"","4",NA,NA,NA,NA,NA,NA,"Rightcam fogs at ~20 mins and clears up again at ~50 mins",-33.5426833,115.4005833
"257","2014-12_Geographe.Bay_stereoBRUVs","839","3","2014-12-16","13:00:00",NA,"Geographe Bay","Multiple Use Zone","20","","","","Laura","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.4873,115.4085
"258","2014-12_Geographe.Bay_stereoBRUVs","828","2","2014-12-14","11:38:00",NA,"Geographe Bay","","7.6","","","","Lauren","Laura","","","",11,12,"","3",NA,NA,NA,NA,NA,NA,"",-33.4174667,115.5295667
"259","2014-12_Geographe.Bay_stereoBRUVs","832","1","2014-12-16","06:43:00",NA,"Geographe Bay","","12.6","","","","Lizzy","Lauren","","","",9,10,"","2",NA,NA,NA,NA,NA,NA,"",-33.4556167,115.5196833
"260","2014-12_Geographe.Bay_stereoBRUVs","843","???????","2014-12-15","13:43:00",NA,"Geographe Bay","Multiple Use Zone","14.6","","","","Damon","Lizzy","","","",21,22,"","BH",NA,NA,NA,NA,NA,NA,"",-33.5999833,115.2586
"261","2014-12_Geographe.Bay_stereoBRUVs","842","3","2014-12-15","06:40:00",NA,"Geographe Bay","","22.3","","","","Lizzy","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5681167,115.11485
"262","2014-12_Geographe.Bay_stereoBRUVs","848","2","2014-12-14","08:53:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","10.4","Logan","29.07.20","Brooke Gibbons","Lauren","Lauren","Logan","Yes","",17,18,"","4",NA,NA,NA,NA,NA,NA,"",-33.35185,115.5323
"263","2014-12_Geographe.Bay_stereoBRUVs","855","2","2014-12-13","08:09:00",NA,"Geographe Bay","Multiple Use Zone","15.2","Logan","4.08.20","Brooke Gibbons","Lauren","Laura","Logan","Yes","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.4901,115.4357667
"264","2014-12_Geographe.Bay_stereoBRUVs","858","3","2014-12-17","06:29:00",NA,"Geographe Bay","Multiple Use Zone","16.6","Logan","26.08.20","Brooke Gibbons","Damon","Damo","Logan","Yes","",5,6,"","5",NA,NA,NA,NA,NA,NA,"",-33.5573167,115.3461833
"265","2014-12_Geographe.Bay_stereoBRUVs","1038","3","2014-12-16","15:33:00",NA,"Geographe Bay","Multiple Use Zone","13.9","","","","Laura","Damo","","","",9,10,"","5",NA,NA,NA,NA,NA,NA,"",-33.5333333,115.4200167
"266","2014-12_Geographe.Bay_stereoBRUVs","864","3","2014-12-17","05:50:00",NA,"Geographe Bay","","12.4","","","","Laura","Damo","","","",23,24,"","5",NA,NA,NA,NA,NA,NA,"",-33.58325,115.3720667
"267","2014-12_Geographe.Bay_stereoBRUVs","879","3","2014-12-15","10:31:00",NA,"Geographe Bay","","8.1","","","","Laura","Done","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.6168833,115.1828667
"268","2014-12_Geographe.Bay_stereoBRUVs","880","3","2014-12-16","15:41:00",NA,"Geographe Bay","","10.9","","","","Laura","Done","","","",17,18,"","5",NA,NA,NA,NA,NA,NA,"",-33.53655,115.4444
"269","2014-12_Geographe.Bay_stereoBRUVs","10000","","2014-12-14","06:27:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.4","","","","Lauren","Lizzy","","","",5,6,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4135833,115.3645833
"270","2014-12_Geographe.Bay_stereoBRUVs","1108","3","2014-12-16","15:20:00",NA,"Geographe Bay","","11.9","","","","Laura","Done","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.5580167,115.41435
"271","2014-12_Geographe.Bay_stereoBRUVs","10001","2","2014-12-14","06:17:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.9","Logan","8.8.20","Brooke Gibbons","Lauren","Damo","Logan","Yes","",13,14,"","4",NA,NA,NA,NA,NA,NA,"",-33.4217167,115.3722167
"272","2014-12_Geographe.Bay_stereoBRUVs","10002","","2014-12-14","06:13:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.4","","","","Lauren","Damo","","","",15,16,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4234167,115.3889333
"273","2014-12_Geographe.Bay_stereoBRUVs","10004","","2014-12-14","07:03:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","15.3","","","","Lauren","Lizzy","","","",25,26,"","BH",NA,NA,NA,NA,NA,NA,"",-33.4039167,115.3976
"274","2014-12_Geographe.Bay_stereoBRUVs","10003","","2014-12-14","06:23:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","16.5","","","","Lauren","N/A","","","No",21,22,"","5",NA,NA,NA,NA,NA,NA,"right fail",-33.4213,115.35935
"275","2014-12_Geographe.Bay_stereoBRUVs","10005","3","2014-12-14","14:03:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","13.7","","","","Laura","Laura","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4777667,115.3694
"276","2014-12_Geographe.Bay_stereoBRUVs","10005","","2014-12-13","10:21:00",NA,"Geographe Bay","  ","24.6","","","","Laura","Done","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.4777667,115.3694
"277","2014-12_Geographe.Bay_stereoBRUVs","11R1","","2014-12-11","09:09:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.4","","","","Lizzy","Lauren","","","",5,6,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.35885,115.3694
"278","2014-12_Geographe.Bay_stereoBRUVs","11R2","1","2014-12-11","12:26:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","18.6","Brooke","20200827","Logan Penman","Lizzy","Lauren","Brooke","Yes","",11,12,"Y","2",NA,NA,NA,NA,NA,NA,"",-33.3967333,115.5076167
"279","2014-12_Geographe.Bay_stereoBRUVs","11R3","1","2014-12-11","12:40:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.7","Brooke","20200827","Logan Penman","Lauren","Laura","Brooke","Yes","",9,10,"Y","1",NA,NA,NA,NA,NA,NA,"",-33.41215,115.5204667
"280","2014-12_Geographe.Bay_stereoBRUVs","11R4","1","2014-12-11","12:48:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","14.5","Brooke","20200828","Logan Penman","Lauren","Lizzy","Brooke","Yes","",19,20,"Y","1",NA,NA,NA,NA,NA,NA,"UPSIDE DOWN",-33.4197,115.51755
"281","2014-12_Geographe.Bay_stereoBRUVs","12RC1","2","2014-12-12","06:09:00",NA,"Geographe Bay","Habitat Protection Zone","26.5","Logan","8.8.20","Brooke Gibbons - check Pandus","Laura","Lauren","Logan","Yes","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5932167,115.2132833
"282","2014-12_Geographe.Bay_stereoBRUVs","12RC2","1","2014-12-12","08:23:00",NA,"Geographe Bay","Multiple Use Zone","17.6","Daphne","20200910","Brooke Gibbons - check wobbegong","Lauren","Lauren","Daphne","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"",-33.5916,115.23785
"283","2014-12_Geographe.Bay_stereoBRUVs","12RC3","1","2014-12-12","08:32:00",NA,"Geographe Bay","Multiple Use Zone","17.9","","","","Lauren","Lizzy","","","",5,6,"","2",NA,NA,NA,NA,NA,NA,"",-33.5914667,115.24145
"284","2014-12_Geographe.Bay_stereoBRUVs","12RC5","1","2014-12-12","11:16:00",NA,"Geographe Bay","Multiple Use Zone","14.2","Daphne","20201001","Brooke Gibbons - check brownii","Lizzy","Lauren","Daphne","","",23,24,"","1",NA,NA,NA,NA,NA,NA,"",-33.5621333,115.3443
"285","2014-12_Geographe.Bay_stereoBRUVs","12RC6","2","2014-12-12","11:22:00",NA,"Geographe Bay","Multiple Use Zone","14.7","Logan","18.08.20","Brooke Gibbons","laura","Laura","Logan","Yes","",11,12,"","4L",NA,NA,NA,NA,NA,NA,"",-33.5711,115.3481333
"286","2014-12_Geographe.Bay_stereoBRUVs","12RC7","2","2014-12-12","13:38:00",NA,"Geographe Bay","Multiple Use Zone","15.2","Logan","19.08.20","Brooke Gibbons","laura","Lauren","Logan","Yes","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5118,115.41785
"287","2014-12_Geographe.Bay_stereoBRUVs","12RC8","2","2014-12-12","13:41:00",NA,"Geographe Bay","Multiple Use Zone","14.1","Logan","4.08.20","Brooke Gibbons - check valenciennesi","laura","Lauren","Logan","Yes","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5148667,115.41815
"288","2014-12_Geographe.Bay_stereoBRUVs","12RC9","2","2014-12-12","13:48:00",NA,"Geographe Bay","Multiple Use Zone","14.5","","","","Lauren","Laura","","","",15,16,"","3R 4L",NA,NA,NA,NA,NA,NA,"",-33.5162167,115.4064167
"289","2014-12_Geographe.Bay_stereoBRUVs","13RC1","2","2014-12-13","06:11:00",NA,"Geographe Bay","Multiple Use Zone","13.8","Logan","17.08.20","Brooke Gibbons","Lauren","Damo","Logan","Yes","",9,10,"","3",NA,NA,NA,NA,NA,NA,"",-33.5059833,115.43075
"290","2014-12_Geographe.Bay_stereoBRUVs","13RC11","2","2014-12-13","13:23:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","31","Logan","16.07.20","Brooke Gibbons","Laura","Damo","Logan","Yes","",19,20,"","3",NA,NA,NA,NA,NA,NA,"",-33.3740333,115.36925
"291","2014-12_Geographe.Bay_stereoBRUVs","13RC12","2","2014-12-13","13:25:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","31.3","Logan","17.08.20","Brooke Gibbons","Laura","Laura","Logan","Yes","",5,6,"","3",NA,NA,NA,NA,NA,NA,"R vid cuts out at 8 min-could not measure all",-33.3743667,115.3668167
"292","2014-12_Geographe.Bay_stereoBRUVs","13RC13","3","2014-12-13","13:31:00",NA,"Geographe Bay","","31.1","","","","Lizzy","Damo","","","",21,22,"","5",NA,NA,NA,NA,NA,NA,"",-33.3754833,115.3631167
"293","2014-12_Geographe.Bay_stereoBRUVs","13RC15","2","2014-12-13","13:39:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","32.5","Logan","17.08.20","Brooke Gibbons - check decapterus","Laura","Lizzy","Logan","Yes","",15,16,"","3",NA,NA,NA,NA,NA,NA,"Cuts out at 47minutes",-33.3768333,115.3559333
"294","2014-12_Geographe.Bay_stereoBRUVs","13RC2","2","2014-12-13","06:27:00",NA,"Geographe Bay","Multiple Use Zone","13.4","(opcode sheet says: 87)","","","Lizzy","Damo","(opcode sheet says: 87)","","",25,26,"","3",NA,NA,NA,NA,NA,NA,"",-33.49485,115.45595
"295","2014-12_Geographe.Bay_stereoBRUVs","13RC3","2","2014-12-13","08:00:00",NA,"Geographe Bay","Multiple Use Zone","13.6","(opcode sheet says: 791)","","","Lauren","Laura","(opcode sheet says: 791)","","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.4839333,115.45155
"296","2014-12_Geographe.Bay_stereoBRUVs","13RC4","2","2014-12-13","08:30:00",NA,"Geographe Bay","Multiple Use Zone","19.5","Logan","18.08.20","Brooke Gibbons","Lizzy","Laura","Logan","Yes","",13,14,"","3",NA,NA,NA,NA,NA,NA,"",-33.4993833,115.3964667
"297","2014-12_Geographe.Bay_stereoBRUVs","13RC5","3","2014-12-13","10:05:00",NA,"Geographe Bay","Multiple Use Zone","26.8","","","","Lizzy","Damo","","","",15,16,"","5",NA,NA,NA,NA,NA,NA,"",-33.4839333,115.4656167
"298","2014-12_Geographe.Bay_stereoBRUVs","13RC6","2","2014-12-13","13:07:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.7","Logan","26.08.20","Brooke Gibbons","Lauren","Laura","Logan","Yes","",15,16,"","3L",NA,NA,NA,NA,NA,NA,"",-33.3809667,115.3892333
"299","2014-12_Geographe.Bay_stereoBRUVs","13RC7","3","2014-12-13","13:10:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","29.5","","","","Lizzy","Damo","","","",11,12,"","5",NA,NA,NA,NA,NA,NA,"",-33.3774333,115.38605
"300","2014-12_Geographe.Bay_stereoBRUVs","13RC8","2","2014-12-13","13:14:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.4","Logan","13.8.20","Brooke Gibbons","Lizzy","Laura","Logan","Yes","",23,24,"","3",NA,NA,NA,NA,NA,NA,"",-33.3726,115.3791
"301","2014-12_Geographe.Bay_stereoBRUVs","13RC9","2","2014-12-13","13:18:00",NA,"Geographe Bay","Special Purpose Zone (Mining Exclusion)","30.9","Logan","17.08.20","Brooke Gibbons","Lauren","Laura","Logan","Yes","",17,18,"","3L",NA,NA,NA,NA,NA,NA,"",-33.3730667,115.3747833
"302","2014-12_Geographe.Bay_stereoBRUVs","GBR1-1","2","2014-12-17","12:02",NA,"Geographe Bay","","17.3","","","","Laura","Lauren","","","",5,6,"","4",NA,NA,NA,NA,NA,NA,"",-33.5936167,115.19625
"303","2014-12_Geographe.Bay_stereoBRUVs","GBR1-2","2","2014-12-17","12:05",NA,"Geographe Bay","Multiple Use Zone","16","Logan","11.8.20","Brooke Gibbons","Lizzy","Lauren","Logan","Yes","",21,22,"","4",NA,NA,NA,NA,NA,NA,"",-33.5936,115.1995333
"304","2014-12_Geographe.Bay_stereoBRUVs","GBR1-3","2","2014-12-17","12:07",NA,"Geographe Bay","Habitat Protection Zone","15.8","Logan ","11.8.20","Brooke Gibbons","Damon","Lauren","Logan ","Yes","",19,20,"","4",NA,NA,NA,NA,NA,NA,"",-33.5937833,115.2022833
"305","2014-12_Geographe.Bay_stereoBRUVs","GBR1-4","2","2014-12-17","12:09",NA,"Geographe Bay","Habitat Protection Zone","16.8","Logan","12.8.20","Brooke Gibbons","Lauren","Lauren","Logan","Yes","",15,16,"","4",NA,NA,NA,NA,NA,NA,"",-33.59345,115.2055167
"306","2014-12_Geographe.Bay_stereoBRUVs","GBR2-1","1","2014-12-17","13:40",NA,"Geographe Bay","","17.7","","","","Laura","Lizzy","","","",11,12,"","2",NA,NA,NA,NA,NA,NA,"",-33.5938333,115.19065
"307","2014-12_Geographe.Bay_stereoBRUVs","GBR2-2","1","2014-12-17","13:42",NA,"Geographe Bay","","16.2","","","","Laura","Lauren","","","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.5940167,115.1883833
"308","2014-12_Geographe.Bay_stereoBRUVs","GBR2-3","1","2014-12-17","13:44",NA,"Geographe Bay","","16.4","","","","Lauren","Ronen","","","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5940667,115.1864833
"309","2014-12_Geographe.Bay_stereoBRUVs","GBR2-4","1","2014-12-17","13:38",NA,"Geographe Bay","","16.2","","","","Lizzy","N/A","","","N",25,26,"","2",NA,NA,NA,NA,NA,NA,"Right cam didn't record?",-33.59365,115.193
"310","2014-12_Geographe.Bay_stereoBRUVs","GBR3-1","1","2014-12-17","13:53",NA,"Geographe Bay","","17.6","","","","Lauren","Lizzy","","","",19,20,"","2",NA,NA,NA,NA,NA,NA,"",-33.5944667,115.1819333
"311","2014-12_Geographe.Bay_stereoBRUVs","GBR3-2","","2014-12-17","13:30",NA,"Geographe Bay","","17.9","","","","Lauren","N/A","","","N",15,16,"","2",NA,NA,NA,NA,NA,NA,"Rightcam cuts out 1 min",-33.59365,115.193
"312","2014-12_Geographe.Bay_stereoBRUVs","GBR3-3","1","2014-12-17","13:47",NA,"Geographe Bay","","17","","","","Lizzy","Lizzy","","","",9,10,"","2",NA,NA,NA,NA,NA,NA,"",-33.59365,115.1839667
"313","2014-12_Geographe.Bay_stereoBRUVs","GBR3-4","1","2014-12-17","13:46",NA,"Geographe Bay","","16.6","","","","Lauren","Lizzy","","","",13,14,"","2",NA,NA,NA,NA,NA,NA,"",-33.5938667,115.1851
"314","2014-12_Geographe.Bay_stereoBRUVs","GBR4-1","2","2014-12-17","12:11",NA,"Geographe Bay","Habitat Protection Zone","16.1","Logan","12.8.20","Brooke Gibbons","Damon","Lauren","Logan","Yes","",9,10,"","4",NA,NA,NA,NA,NA,NA,"",-33.5933333,115.2080833
"315","2014-12_Geographe.Bay_stereoBRUVs","GBR4-2","1","2014-12-17","12:13",NA,"Geographe Bay","Habitat Protection Zone","16.3","Hayley","8.8.20","Logan Penman","Lauren","Lauren","Hayley","Yes","",13,14,"","2",NA,NA,NA,NA,NA,NA,"",-33.5928333,115.2102333
"316","2014-12_Geographe.Bay_stereoBRUVs","GBR5-1","1","2014-12-17","12:15",NA,"Geographe Bay","Habitat Protection Zone","16.2","Hayley","11.8.20","Logan Penman","Laura","Ronen","Hayley","Yes","",17,18,"","2",NA,NA,NA,NA,NA,NA,"",-33.5932167,115.2119333
"317","2014-12_Geographe.Bay_stereoBRUVs","GBR5-2","1","2014-12-17","12:17",NA,"Geographe Bay","Habitat Protection Zone","16.6","Hayley","8.8.20","Logan Penman","Laura","Lizzy","Hayley","Yes","",23,24,"","2",NA,NA,NA,NA,NA,NA,"",-33.5927333,115.2148
"318","2014-12_Geographe.Bay_stereoBRUVs","GBR5-3","2","2014-12-17","12:19",NA,"Geographe Bay","Habitat Protection Zone","16.4","Logan ","13.8.20","Brooke Gibbons","Lizzy","Lauren","Logan ","Yes","",11,12,"","4",NA,NA,NA,NA,NA,NA,"Rightcam cuts out at 52 mins - M. australis not measured",-33.5924167,115.2175167
"319","2014-12_Geographe.Bay_stereoBRUVs","GBR-BOB","3","2014-12-17","12:23",NA,"Geographe Bay","","16.7","","","","Lizzy","Lizzy","","","",25,26,"","5",NA,NA,NA,NA,NA,NA,"",-33.59235,115.2205667
