"sample","filename","period","periodtime","family","genus","species","maxn","campaignid","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","comment"
"112","112_L17.avi","1","17.59871","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","55.35035","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","54.95051","Sparidae","Chrysophrys","auratus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","25.47770","Trygonorrhinidae","Trygonorrhina","dumerilii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"112","112_L17.avi","1","53.21210","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4052","115.5224","20141211","12:35:00","Geographe.Bay",NA,"14.8","Laura","Yes","Yes",NA
"115","115_L9.avi","1","59.83483","Carangidae","Pseudocaranx","spp",18,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","12.57146","Gerreidae","Parequula","melbournensis",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","18.30275","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","37.34123","Neosebastidae","Neosebastes","pandus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","22.56868","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","10.34034","Ostraciidae","Aracana","aurita",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","19.23868","Platycephalidae","Platycephalus","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","18.25270","Sillaginidae","Sillago","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"115","115_L9.avi","1","41.64109","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4446333","115.4064667","20141213","10:46:00","Geographe.Bay",NA,"25.2","Laura","Yes","Yes",NA
"116","116_L5.avi","1","9.23980","Gerreidae","Parequula","melbournensis",13,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","13.56078","Labridae","Coris","auricularis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","8.75709","Monacanthidae","Acanthaluteres","vittiger",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","1.43310","Mullidae","Upeneichthys","sp1",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","50.28362","Mullidae","Upeneichthys","vlamingii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","18.18263","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","14.85597","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","16.47926","Platycephalidae","Platycephalus","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"116","116_L5.avi","1","2.96185","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4981667","115.2863667","20141209","06:20:00","Geographe.Bay",NA,"29.7","Laura","Yes","Yes",NA
"11R2","11R2_L11.avi","1","26.98699","Carangidae","Pseudocaranx","spp",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","48.31331","Carangidae","Trachurus","novaezelandiae",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","27.32955","Gerreidae","Parequula","melbournensis",45,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","2.59871","Labridae","Halichoeres","brownfieldi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","44.08853","Labridae","Ophthalmolepis","lineolatus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","24.50951","Monacanthidae","Acanthaluteres","vittiger",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","1.46925","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","52.92793","Nemipteridae","Pentapodus","vitta",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R2","11R2_L11.avi","1","55.81637","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.3967333","115.5076167","20141211","12:26:00","Geographe.Bay",NA,"18.6","Lizzy","Yes","Yes",NA
"11R3","11R3_L9.avi","1","54.40218","Carangidae","Pseudocaranx","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","43.59193","Gerreidae","Parequula","melbournensis",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","30.22856","Labridae","Austrolabrus","maculatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","41.88800","Labridae","Eupetrichthys","angustipes",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","33.75765","Labridae","Halichoeres","brownfieldi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","22.34012","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","33.17762","Labridae","Ophthalmolepis","lineolatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","28.07641","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R3","11R3_L9.avi","1","11.59382","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.41215","115.5204667","20141211","12:40:00","Geographe.Bay",NA,"14.7","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.45267","Carangidae","Seriola","hippos",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.36648","Chaetodontidae","Chelmonops","curiosus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","28.31943","Labridae","Austrolabrus","maculatus",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.86253","Labridae","Bodianus","frenchii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.22411","Labridae","Choerodon","rubescens",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","2.39907","Labridae","Coris","auricularis",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","41.55100","Labridae","Notolabrus","parilus",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","6.12501","Labridae","Ophthalmolepis","lineolatus",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","30.03837","Monacanthidae","Acanthaluteres","brownii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","49.27594","Monacanthidae","Acanthaluteres","vittiger",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.24914","Monacanthidae","Eubalichthys","mosaicus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","14.85597","Monacanthidae","Meuschenia","flavolineata",3,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","11.34023","Monacanthidae","Meuschenia","galii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","23.48404","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","2.20276","Mullidae","Upeneichthys","vlamingii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","16.97865","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","12.50417","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","6.16450","Pempherididae","Pempheris","klunzingeri",57,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","14.56623","Pomacentridae","Chromis","klunzingeri",13,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","8.96285","Pomacentridae","Parma","mccullochi",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","0.97820","Scorpididae","Neatypus","obliquus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"11R4","11R4_L19 all good.avi","1","1.99811","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.4197","115.51755","20141211","12:48:00","Geographe.Bay",NA,"14.5","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","35.99822","Gerreidae","Parequula","melbournensis",4,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","53.77211","Myliobatidae","Myliobatis","tenuicaudatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","27.96129","Ostraciidae","Anoplocapros","amygdaloides",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","51.94194","Platycephalidae","Platycephalus","spp",6,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","46.33800","Trygonorrhinidae","Trygonorrhina","dumerilii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"12","12_L17.avi","1","36.97420","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.40395","115.2615667","20141210","14:00:00","Geographe.Bay",NA,"38.7","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","19.03848","Carangidae","Pseudocaranx","spp",5,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","2.21610","Diodontidae","Diodon","nicthemerus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","18.88166","Gerreidae","Parequula","melbournensis",45,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","18.52630","Labridae","Coris","auricularis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","55.07508","Labridae","Notolabrus","parilus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","2.06206","Labridae","Ophthalmolepis","lineolatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","5.60171","Labridae","Pseudolabrus","biserialis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","23.14870","Monacanthidae","Scobinichthys","granulatus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","14.15527","Mullidae","Upeneichthys","vlamingii",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","1.15004","Ostraciidae","Aracana","aurita",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"122","122_L13.avi","1","58.45623","Urolophidae","Trygonoptera","ovalis",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5375","115.4020833","20141213","05:48:00","Geographe.Bay",NA,"13.3","Lauren","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","47.88733","Carangidae","Pseudocaranx","spp",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","6.02658","Carangidae","Seriola","hippos",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","0.66455","Chaetodontidae","Chelmonops","curiosus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","0.09398","Diodontidae","Diodon","nicthemerus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","11.08664","Glaucosomatidae","Glaucosoma","hebraicum",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","41.00767","Heterodontidae","Heterodontus","portusjacksoni",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","16.64553","Kyphosidae","Kyphosus","sydneyanus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","3.44233","Labridae","Austrolabrus","maculatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","0.78579","Labridae","Bodianus","frenchii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","32.51529","Labridae","Coris","auricularis",27,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","57.87621","Labridae","Notolabrus","parilus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","15.48159","Labridae","Ophthalmolepis","lineolatus",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","39.21143","Labridae","Pseudolabrus","biserialis",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","58.65977","Monacanthidae","Meuschenia","flavolineata",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","15.75353","Monacanthidae","Meuschenia","freycineti",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","31.66945","Monacanthidae","Meuschenia","galii",2,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
"12RC1","12RC1_L5.avi","1","5.05450","Neosebastidae","Neosebastes","pandus",1,"2014-12_Geographe.Bay_stereoBRUVs","-33.5932167","115.2132833","20141212","06:09:00","Geographe.Bay",NA,"26.5","Laura","Yes","Yes",NA
